country,region,state,city,postal_code,geo_id
Germany,Western Europe,North Rhine-Westphalia,Gelsenkirchen,,1938
Peru,South America,Junín,Huancayo,,1939
Netherlands,Western Europe,Utrecht,Amersfoort,,1940
China,Eastern Asia,Shandong,Linyi,,1941
Ukraine,Eastern Europe,Kherson,Kherson,,1942
Spain,Southern Europe,Catalonia,Girona,,1943
Germany,Western Europe,North Rhine-Westphalia,Dorsten,,1944
Ukraine,Eastern Europe,Kirovohrad,Kirovohrad,,1945
Dominican Republic,Caribbean,Espaillat,Moca,,1946
Ukraine,Eastern Europe,Zaporizhzhya,Berdyans'k,,1947
Brazil,South America,São Paulo,Osasco,,1948
Iran,Southern Asia,Bushehr,Borazjan,,1949
Italy,Southern Europe,Apulia,Cerignola,,1950
Austria,Western Europe,Upper Austria,Wels,,1951
United States,Western US,California,San Gabriel,91776.0,1952
Switzerland,Western Europe,Bern,Berne,,1953
Brazil,South America,Pernambuco,Surubim,,1954
United States,Western US,California,Costa Mesa,92627.0,1955
India,Southern Asia,Jammu and Kashmir,Jammu,,1956
Cote d'Ivoire,Western Africa,Dix-Huit Montagnes,Man,,1957
United States,Central US,Wisconsin,Superior,54880.0,1958
Cameroon,Central Africa,Sud,Ebolowa,,1959
France,Western Europe,Brittany,Saint-Malo,,1960
Benin,Western Africa,Donga,Djougou,,1961
United States,Western US,California,Woodland,95695.0,1962
Senegal,Western Africa,Thies,Thies Nones,,1963
Brazil,South America,Alagoas,Pilar,,1964
Algeria,North Africa,Batna,Batna,,1965
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Villenave-d'Ornon,,1966
United States,Eastern US,New York,Rome,13440.0,1967
United Kingdom,Northern Europe,England,Wakefield,,1968
Germany,Western Europe,Schleswig-Holstein,Norderstedt,,1969
France,Western Europe,Ile-de-France,Saint-Michel-sur-Orge,,1970
Croatia,Southern Europe,Zagrebacka,Samobor,,1971
China,Eastern Asia,Hunan,Changsha,,1972
United States,Central US,Minnesota,Roseville,55113.0,1973
France,Western Europe,Ile-de-France,Les Clayes-sous-Bois,,1974
China,Eastern Asia,Chongqing,Yongchuan,,1975
France,Western Europe,Ile-de-France,Melun,,1976
Germany,Western Europe,Saxony,Chemnitz,,1977
United States,Eastern US,New Jersey,Lakewood,8701.0,1978
Netherlands,Western Europe,South Holland,Rotterdam,,1979
Germany,Western Europe,Rhineland-Palatinate,Koblenz,,1980
Indonesia,Southeastern Asia,Sumatera Utara,Binjai,,1981
United States,Eastern US,Ohio,Bowling Green,43402.0,1982
Jordan,Western Asia,'Amman,Wadi as Sir,,1983
Germany,Western Europe,North Rhine-Westphalia,Hagen,,1984
Iran,Southern Asia,Sistan Va Baluchestan,Zahedan,,1985
China,Eastern Asia,Guangdong,Heyuan,,1986
United Kingdom,Northern Europe,England,Halesowen,,1987
China,Eastern Asia,Guangxi,Pingnan,,1988
Angola,Central Africa,Huila,Lubango,,1989
Turkey,Western Asia,Adana,Ceyhan,,1990
China,Eastern Asia,Hebei,Xingtai,,1991
Iran,Southern Asia,Hormozgan,Bandar Abbas,,1992
Haiti,Caribbean,Artibonite,Gonaïves,,1993
United States,Central US,Kansas,Garden City,67846.0,1994
Italy,Southern Europe,Abruzzi,Chieti,,1995
France,Western Europe,Bourgogne-Franche-Comté,Auxerre,,1996
United States,Eastern US,Pennsylvania,Altoona,16602.0,1997
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Gradignan,,1998
United States,Central US,Wisconsin,Appleton,54915.0,1999
Romania,Eastern Europe,Satu Mare,Satu Mare,,2000
Spain,Southern Europe,Catalonia,Badalona,,2001
United States,Eastern US,Ohio,Lancaster,43130.0,2002
Turkey,Western Asia,Izmir,Bornova,,2003
Lebanon,Western Asia,North Lebanon,Tripoli,,2004
United Kingdom,Northern Europe,England,Lincoln,,2005
United Kingdom,Northern Europe,England,Washington,,2006
United States,Southern US,Kentucky,Richmond,40475.0,2007
Switzerland,Western Europe,Zürich,Winterthur,,2008
France,Western Europe,Normandy,Caen,,2009
Brazil,South America,Santa Catarina,Araranguá,,2010
United States,Central US,Illinois,Frankfort,60423.0,2011
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Frontignan,,2012
Mexico,Central America,Coahuila,Piedras Negras,,2013
Russia,Eastern Europe,Dagestan,Derbent,,2014
China,Eastern Asia,Anhui,Huangshan,,2015
United States,Western US,Colorado,Littleton,80122.0,2016
Romania,Eastern Europe,Valcea,Ramnicu Valcea,,2017
Israel,Western Asia,Central,Hod HaSharon,,2018
United States,Central US,Kansas,Olathe,66062.0,2019
Democratic Republic of the Congo,Central Africa,Orientale,Kisangani,,2020
Australia,Oceania,Queensland,Gladstone,,2021
Brazil,South America,São Paulo,Santos,,2022
France,Western Europe,Provence-Alpes-Côte d'Azur,Pertuis,,2023
France,Western Europe,Normandy,Mont-Saint-Aignan,,2024
China,Eastern Asia,Hunan,Zhuzhou,,2025
France,Western Europe,Provence-Alpes-Côte d'Azur,Le Pontet,,2026
United States,Southern US,North Carolina,Cary,27511.0,2027
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Colomiers,,2028
Australia,Oceania,New South Wales,Cessnock,,2029
China,Eastern Asia,Henan,Nanyang,,2030
Colombia,South America,Nariño,Pasto,,2031
United States,Eastern US,Maryland,Clinton,20735.0,2032
Algeria,North Africa,Batna,Barika,,2033
China,Eastern Asia,Fujian,Fuzhou,,2034
Philippines,Southeastern Asia,Calabarzon,Taytay,,2035
China,Eastern Asia,Henan,Zhoukou,,2036
France,Western Europe,Ile-de-France,Ermont,,2037
Iran,Southern Asia,Razavi Khorasan,Quchan,,2038
France,Western Europe,Ile-de-France,Les Mureaux,,2039
Georgia,Western Asia,Imereti,K'ut'aisi,,2040
Mexico,Central America,Tamaulipas,Miramar,,2041
Costa Rica,Central America,Alajuela,Quesada,,2042
United States,Southern US,Virginia,Newport News,23602.0,2043
Poland,Eastern Europe,Silesia,Myslowice,,2044
Spain,Southern Europe,Murcia,Cartagena,,2045
Ukraine,Eastern Europe,Rivne,Rivne,,2046
Netherlands,Western Europe,Drenthe,Emmen,,2047
China,Eastern Asia,Hunan,Chenzhou,,2048
Poland,Eastern Europe,Masovia,Siedlce,,2049
China,Eastern Asia,Heilongjiang,Shuangyashan,,2050
Brazil,South America,Minas Gerais,Paracatu,,2051
South Korea,Eastern Asia,Jeju,Aewŏl-li,,2052
Russia,Eastern Europe,Stavropol',Budënnovsk,,2053
Colombia,South America,Chocó,Quibdó,,2054
Bulgaria,Eastern Europe,Burgas,Burgas,,2055
United States,Central US,Minnesota,Lakeville,55044.0,2056
Russia,Eastern Europe,Chelyabinsk,Zlatoust,,2057
Brazil,South America,Espírito Santo,Vitória,,2058
Afghanistan,Southern Asia,Nangarhar,Jalalabad,,2059
Spain,Southern Europe,Catalonia,Sabadell,,2060
Brazil,South America,São Paulo,Presidente Prudente,,2061
Cameroon,Central Africa,Nord,Garoua,,2062
Democratic Republic of the Congo,Central Africa,Katanga,Kolwezi,,2063
Spain,Southern Europe,Andalusía,San Fernando,,2064
Belgium,Western Europe,Liège,Verviers,,2065
India,Southern Asia,Uttar Pradesh,Saharanpur,,2066
Italy,Southern Europe,Lombardy,Cremona,,2067
United States,Western US,California,Oakland,94601.0,2068
Brazil,South America,Rio de Janeiro,Duque de Caxias,,2069
Poland,Eastern Europe,Masovia,Warsaw,,2070
United States,Eastern US,Maryland,Columbia,21044.0,2071
Brazil,South America,Rio Grande do Sul,Lajeado,,2072
Czech Republic,Eastern Europe,Plzen,Plzen,,2073
Belarus,Eastern Europe,Homyel',Mazyr,,2074
Spain,Southern Europe,Madrid,Getafe,,2075
China,Eastern Asia,Inner Mongolia,Tongliao,,2076
Mexico,Central America,Chiapas,San Cristóbal de Las Casas,,2077
United States,Central US,Texas,Fort Worth,76106.0,2078
Turkey,Western Asia,Bursa,Bursa,,2079
Brazil,South America,Santa Catarina,Gaspar,,2080
South Korea,Eastern Asia,Daegu,Daegu,,2081
Brazil,South America,Minas Gerais,Betim,,2082
United States,Central US,Missouri,Saint Charles,63301.0,2083
Australia,Oceania,New South Wales,Goulburn,,2084
Brazil,South America,Parana,Rolândia,,2085
United States,Western US,California,Fresno,93727.0,2086
China,Eastern Asia,Hubei,Laohekou,,2087
United States,Eastern US,Maryland,Gaithersburg,20877.0,2088
United Kingdom,Northern Europe,England,Blackburn,,2089
Romania,Eastern Europe,Botosani,Botosani,,2090
Netherlands,Western Europe,Gelderland,Doetinchem,,2091
Egypt,North Africa,Bani Suwayf,Beni Suef,,2092
United States,Western US,California,Montebello,90640.0,2093
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Tarbes,,2094
Italy,Southern Europe,Sicily,Modica,,2095
United States,Western US,Arizona,Gilbert,85234.0,2096
Swaziland,Southern Africa,Manzini,Manzini,,2097
Mexico,Central America,Guanajuato,San Francisco del Rincón,,2098
France,Western Europe,Ile-de-France,Chatou,,2099
Italy,Southern Europe,Piedmont,Novara,,2100
Netherlands,Western Europe,South Holland,Capelle aan den IJssel,,2101
Brazil,South America,São Paulo,Francisco Morato,,2102
Australia,Oceania,Queensland,Torquay,,2103
South Africa,Southern Africa,Western Cape,Stellenbosch,,2104
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Bar-le-Duc,,2105
Brazil,South America,São Paulo,Jundiaí,,2106
Mexico,Central America,México,Cuautitlán,,2107
Spain,Southern Europe,Castile and León,Palencia,,2108
Nigeria,Western Africa,Enugu,Enugu,,2109
Egypt,North Africa,Aswan,Idfu,,2110
United States,Central US,Oklahoma,Lawton,73505.0,2111
Mexico,Central America,Colima,Manzanillo,,2112
Brazil,South America,Pernambuco,Recife,,2113
United Kingdom,Northern Europe,England,Bedford,,2114
Tanzania,Eastern Africa,Ruvuma,Mbinga,,2115
United States,Southern US,Kentucky,Bowling Green,42104.0,2116
Cameroon,Central Africa,Nord-Ouest,Bamenda,,2117
Germany,Western Europe,Baden-Württemberg,Heilbronn,,2118
Mexico,Central America,Jalisco,Puerto Vallarta,,2119
Western Sahara,Western Africa,Laayoune,Laayoune,,2120
China,Eastern Asia,Heilongjiang,Qiqihar,,2121
France,Western Europe,Ile-de-France,Sarcelles,,2122
France,Western Europe,Nord-Pas-de-Calais-Picardie,Carvin,,2123
Italy,Southern Europe,Lazio,Latina,,2124
United States,Central US,Michigan,Ann Arbor,48104.0,2125
Indonesia,Southeastern Asia,Jawa Tengah,Purwokerto,,2126
Italy,Southern Europe,Campania,Torre del Greco,,2127
Turkey,Western Asia,Diyarbakir,Diyarbakir,,2128
Guyana,South America,Upper Demerara-Berbice,Linden,,2129
France,Western Europe,Ile-de-France,Mitry-Mory,,2130
India,Southern Asia,Uttarakhand,Srinagar,,2131
Romania,Eastern Europe,Mures,Targu Mures,,2132
Trinidad and Tobago,Caribbean,Chaguanas,Chaguanas,,2133
Colombia,South America,Norte de Santander,Los Patios,,2134
Brazil,South America,Goiás,Anápolis,,2135
United Kingdom,Northern Europe,England,Bournemouth,,2136
Brazil,South America,Rio Grande do Sul,Porto Alegre,,2137
Brazil,South America,São Paulo,São José dos Campos,,2138
Malaysia,Southeastern Asia,Perak,Taiping,,2139
Brazil,South America,São Paulo,Andradina,,2140
Germany,Western Europe,Thuringia,Erfurt,,2141
United States,Eastern US,Ohio,Elyria,44035.0,2142
Serbia,Eastern Europe,Central Serbia,Belgrade,,2143
Venezuela,South America,Guárico,Valle de La Pascua,,2144
Spain,Southern Europe,Castile-La Mancha,Talavera de la Reina,,2145
Italy,Southern Europe,Tuscany,Montecatini Terme,,2146
Venezuela,South America,Bolivar,Guayana,,2147
China,Eastern Asia,Hubei,Yingcheng,,2148
Mexico,Central America,Chiapas,Tuxtla Gutiérrez,,2149
Philippines,Southeastern Asia,National Capital,Pasig,,2150
Peru,South America,Ucayali,Pucallpa,,2151
Italy,Southern Europe,Campania,Capua,,2152
Mexico,Central America,Querétaro,San Juan del Río,,2153
Peru,South America,Ica,Chincha Alta,,2154
United States,Eastern US,Ohio,Newark,43055.0,2155
Brazil,South America,Paraíba,Sousa,,2156
United States,Eastern US,Connecticut,Milford,6460.0,2157
United Kingdom,Northern Europe,England,Norwich,,2158
Italy,Southern Europe,Campania,Boscoreale,,2159
Germany,Western Europe,Baden-Württemberg,Friedrichshafen,,2160
Uzbekistan,Central Asia,Namangan,Namangan,,2161
Bolivia,South America,Tarija,Yacuiba,,2162
Chile,South America,Santiago,La Pintana,,2163
France,Western Europe,Ile-de-France,Corbeil-Essonnes,,2164
Cameroon,Central Africa,Est,Bertoua,,2165
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Anglet,,2166
Brazil,South America,Piauí,Teresina,,2167
Honduras,Central America,Yoro,El Progreso,,2168
Democratic Republic of the Congo,Central Africa,Bandundu,Kikwit,,2169
United States,Central US,Illinois,Woodstock,60098.0,2170
South Africa,Southern Africa,Limpopo,Giyani,,2171
United States,Eastern US,New York,Watertown,13601.0,2172
Colombia,South America,Santander,Girón,,2173
Israel,Western Asia,Tel Aviv,Holon,,2174
Brazil,South America,Pará,Altamira,,2175
Brazil,South America,Rio de Janeiro,Cabo Frio,,2176
United States,Eastern US,Delaware,Newark,19711.0,2177
France,Western Europe,Auvergne,Moulins,,2178
United Kingdom,Northern Europe,England,Stockport,,2179
Guatemala,Central America,Guatemala,Amatitlán,,2180
United States,Southern US,Tennessee,Johnson City,37604.0,2181
United Kingdom,Northern Europe,England,Hove,,2182
Turkey,Western Asia,Istanbul,Kartal,,2183
Nigeria,Western Africa,Oyo,Ibadan,,2184
Brazil,South America,São Paulo,Jacareí,,2185
United States,Southern US,Florida,Hialeah,33012.0,2186
Germany,Western Europe,North Rhine-Westphalia,Marl,,2187
France,Western Europe,Ile-de-France,Bonneuil-sur-Marne,,2188
Saudi Arabia,Western Asia,'Asir,Abha,,2189
Tanzania,Eastern Africa,Tanga,Tanga,,2190
United Kingdom,Northern Europe,England,Eastbourne,,2191
Egypt,North Africa,Suhaj,Tahta,,2192
Belarus,Eastern Europe,Vitsyebsk,Orsha,,2193
Yemen,Western Asia,Ibb,Ibb,,2194
Brazil,South America,Minas Gerais,Passos,,2195
France,Western Europe,Normandy,Cherbourg-Octeville,,2196
Mexico,Central America,Morelos,Temixco,,2197
United Kingdom,Northern Europe,England,Rottingdean,,2198
China,Eastern Asia,Heilongjiang,Hailin,,2199
Morocco,North Africa,Souss-Massa-Draâ,Agadir,,2200
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Castelnau-le-Lez,,2201
Romania,Eastern Europe,Neamt,Roman,,2202
United States,Southern US,Florida,Delray Beach,33445.0,2203
Ukraine,Eastern Europe,Chernihiv,Chernihiv,,2204
Zambia,Eastern Africa,Southern,Livingstone,,2205
United States,Western US,Washington,Edmonds,98026.0,2206
Algeria,North Africa,Constantine,Constantine,,2207
Kenya,Eastern Africa,Nyanza,Kisumu,,2208
Democratic Republic of the Congo,Central Africa,Maniema,Kindu,,2209
Egypt,North Africa,Al Buhayrah,Damanhur,,2210
Egypt,North Africa,Al Minufiyah,Minuf,,2211
Ukraine,Eastern Europe,Cherkasy,Cherkasy,,2212
Turkey,Western Asia,Bolu,Bolu,,2213
India,Southern Asia,Rajasthan,Kota,,2214
United States,Central US,Illinois,Buffalo Grove,60089.0,2215
United States,Southern US,Florida,Deltona,32725.0,2216
India,Southern Asia,Haryana,Hisar,,2217
France,Western Europe,Centre-Val de Loire,Chartres,,2218
United States,Southern US,Virginia,Harrisonburg,22801.0,2219
China,Eastern Asia,Guangxi,Guiping,,2220
China,Eastern Asia,Hebei,Shijiazhuang,,2221
Peru,South America,Callao,Callao,,2222
Japan,Eastern Asia,Oita,Yokkaichi,,2223
Kyrgyzstan,Central Asia,Osh,Osh,,2224
United Kingdom,Northern Europe,England,Rochdale,,2225
Mexico,Central America,Oaxaca,Salina Cruz,,2226
Germany,Western Europe,Baden-Württemberg,Villingen-Schwenningen,,2227
China,Eastern Asia,Jilin,Huadian,,2228
Venezuela,South America,Vargas,Catia La Mar,,2229
France,Western Europe,Pays de la Loire,Cholet,,2230
South Korea,Eastern Asia,Gyeonggi,Bucheon,,2231
France,Western Europe,Ile-de-France,Fontenay-sous-Bois,,2232
United States,Southern US,Florida,Lakeland,33801.0,2233
Sweden,Northern Europe,Stockholm,Nacka,,2234
France,Western Europe,Provence-Alpes-Côte d'Azur,Cannes,,2235
Philippines,Southeastern Asia,Calabarzon,Calamba,,2236
France,Western Europe,Nord-Pas-de-Calais-Picardie,La Madeleine,,2237
United Kingdom,Northern Europe,Scotland,Livingston,,2238
Brazil,South America,Roraima,Boa Vista,,2239
United States,Eastern US,Massachusetts,Everett,2149.0,2240
Sudan,North Africa,White Nile,Ad Diwem,,2241
India,Southern Asia,Telangana,Karimnagar,,2242
Afghanistan,Southern Asia,Hirat,Herat,,2243
Japan,Eastern Asia,Osaka,Takatsuki,,2244
United States,Western US,Montana,Bozeman,59715.0,2245
Russia,Eastern Europe,Irkutsk,Angarsk,,2246
Italy,Southern Europe,Lombardy,Gallarate,,2247
Mexico,Central America,Quintana Roo,Chetumal,,2248
United States,Western US,California,Lake Elsinore,92530.0,2249
Netherlands,Western Europe,North Holland,Zaanstad,,2250
United States,Central US,Kansas,Wichita,67212.0,2251
Ukraine,Eastern Europe,Donetsk,Horlivka,,2252
Brazil,South America,Alagoas,São Miguel dos Campos,,2253
Ghana,Western Africa,Northern,Tamale,,2254
France,Western Europe,Provence-Alpes-Côte d'Azur,Salon-de-Provence,,2255
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Cognac,,2256
Bulgaria,Eastern Europe,Plovdiv,Plovdiv,,2257
France,Western Europe,Nord-Pas-de-Calais-Picardie,Halluin,,2258
United Kingdom,Northern Europe,England,Hereford,,2259
China,Eastern Asia,Zhejiang,Huzhou,,2260
Germany,Western Europe,North Rhine-Westphalia,Recklinghausen,,2261
Ecuador,South America,Manabi,Portoviejo,,2262
United States,Eastern US,New York,Freeport,11520.0,2263
Cameroon,Central Africa,Adamaoua,Ngaoundere,,2264
Brazil,South America,Rio Grande do Sul,São Leopoldo,,2265
Spain,Southern Europe,Catalonia,Rubí,,2266
Italy,Southern Europe,Tuscany,Pistoia,,2267
China,Eastern Asia,Chongqing,Hechuan,,2268
Poland,Eastern Europe,Masovia,Radom,,2269
Canada,Canada,Quebec,Gatineau,,2270
Turkey,Western Asia,Istanbul,Esenyurt,,2271
Canada,Canada,British Columbia,Vancouver,,2272
Italy,Southern Europe,Lombardy,Bergamo,,2273
Brazil,South America,São Paulo,Diadema,,2274
France,Western Europe,Ile-de-France,Vanves,,2275
Tanzania,Eastern Africa,Kilimanjaro,Moshi,,2276
Brazil,South America,São Paulo,Jaú,,2277
Brazil,South America,Santa Catarina,Caçador,,2278
United States,Eastern US,Rhode Island,Warwick,2886.0,2279
United States,Central US,Texas,Port Arthur,77642.0,2280
United States,Central US,South Dakota,Rapid City,57701.0,2281
Bolivia,South America,La Paz,La Paz,,2282
Philippines,Southeastern Asia,Central Luzon,San Jose del Monte,,2283
United States,Southern US,Alabama,Hoover,35244.0,2284
Brazil,South America,São Paulo,Lorena,,2285
India,Southern Asia,Telangana,Warangal,,2286
United Kingdom,Northern Europe,England,Northwich,,2287
Turkey,Western Asia,Ankara,Polatli,,2288
Turkmenistan,Central Asia,Ashgabat,Ashgabat,,2289
United Kingdom,Northern Europe,England,Dunstable,,2290
United States,Eastern US,Ohio,Lakewood,44107.0,2291
Colombia,South America,Caquetá,Florencia,,2292
India,Southern Asia,Maharashtra,Dhule,,2293
Iran,Southern Asia,Esfahan,Najafabad,,2294
France,Western Europe,Bourgogne-Franche-Comté,Belfort,,2295
United States,Central US,Texas,Tyler,75701.0,2296
United States,Western US,Oregon,Medford,97504.0,2297
Canada,Canada,Ontario,Barrie,,2298
Mexico,Central America,Jalisco,Lagos de Moreno,,2299
Turkey,Western Asia,Manisa,Turgutlu,,2300
United States,Central US,Minnesota,Rochester,55901.0,2301
France,Western Europe,Ile-de-France,Pontault-Combault,,2302
Italy,Southern Europe,Marche,Pesaro,,2303
Romania,Eastern Europe,Iasi,Iasi,,2304
Brazil,South America,Rio Grande do Norte,Mossoró,,2305
Germany,Western Europe,Hesse,Friedberg,,2306
United States,Central US,Minnesota,Apple Valley,55124.0,2307
China,Eastern Asia,Henan,Puyang,,2308
Chile,South America,Los Lagos,Puerto Montt,,2309
Egypt,North Africa,Al Fayyum,Al Fayyum,,2310
Jordan,Western Asia,Irbid,Irbid,,2311
Brazil,South America,Minas Gerais,Barbacena,,2312
China,Eastern Asia,Henan,Zhumadian,,2313
Iran,Southern Asia,Markazi,Arak,,2314
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Perpignan,,2315
Germany,Western Europe,Baden-Württemberg,Ludwigsburg,,2316
France,Western Europe,Ile-de-France,Franconville,,2317
Brazil,South America,Alagoas,Penedo,,2318
Ukraine,Eastern Europe,Dnipropetrovs'k,Dniprodzerzhyns'k,,2319
Canada,Canada,British Columbia,Coquitlam,,2320
Cote d'Ivoire,Western Africa,Savanes,Korhogo,,2321
France,Western Europe,Normandy,Flers,,2322
Poland,Eastern Europe,Lesser Poland,Tarnow,,2323
United States,Eastern US,Pennsylvania,Allentown,18103.0,2324
Tanzania,Eastern Africa,Mara,Musoma,,2325
Germany,Western Europe,Lower Saxony,Lohne,,2326
Tanzania,Eastern Africa,Mbeya,Mbeya,,2327
Japan,Eastern Asia,Aichi,Kasugai,,2328
Brazil,South America,Bahia,Senhor do Bonfim,,2329
France,Western Europe,Auvergne-Rhône-Alpes,Sallanches,,2330
Netherlands,Western Europe,Gelderland,Apeldoorn,,2331
United States,Eastern US,New Jersey,East Orange,7017.0,2332
Turkey,Western Asia,Bingol,Karliova,,2333
United States,Central US,Texas,Waco,76706.0,2334
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Plaisance-du-Touch,,2335
Turkey,Western Asia,Kirsehir,Kirsehir,,2336
Iran,Southern Asia,Gilan,Bandar-e Anzali,,2337
Italy,Southern Europe,Friuli-Venezia Giulia,Trieste,,2338
Turkey,Western Asia,Balikesir,Balikesir,,2339
United States,Eastern US,Ohio,Hamilton,45011.0,2340
United States,Central US,Texas,Cedar Hill,75104.0,2341
France,Western Europe,Ile-de-France,Colombes,,2342
Mexico,Central America,Veracruz,Acayucan,,2343
Italy,Southern Europe,Emilia-Romagna,Carpi,,2344
Iran,Southern Asia,Mazandaran,Amol,,2345
United States,Southern US,Tennessee,Bristol,37620.0,2346
Pakistan,Southern Asia,Punjab,Bahawalpur,,2347
Iran,Southern Asia,Sistan Va Baluchestan,Zabol,,2348
Spain,Southern Europe,Catalonia,Reus,,2349
Portugal,Southern Europe,Braga,Braga,,2350
Spain,Southern Europe,Extremadura,Badajoz,,2351
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Hayange,,2352
Algeria,North Africa,Bejaia,Bejaia,,2353
Germany,Western Europe,North Rhine-Westphalia,Unna,,2354
Bolivia,South America,Chuquisaca,Sucre,,2355
France,Western Europe,Pays de la Loire,La Roche-sur-Yon,,2356
Netherlands,Western Europe,Overijssel,Almelo,,2357
Brazil,South America,Rio Grande do Sul,Vacaria,,2358
Canada,Canada,British Columbia,Saanich,,2359
Spain,Southern Europe,Andalusía,Marbella,,2360
United States,Central US,Illinois,Quincy,62301.0,2361
Turkey,Western Asia,Malatya,Malatya,,2362
Brazil,South America,Pernambuco,Bezerros,,2363
United States,Western US,Washington,Covington,98042.0,2364
Saudi Arabia,Western Asia,Ash Sharqiyah,Al Hufuf,,2365
Brazil,South America,Rio Grande do Sul,Bagé,,2366
Netherlands,Western Europe,South Holland,Delft,,2367
Netherlands,Western Europe,Limburg,Sittard,,2368
India,Southern Asia,West Bengal,Panihati,,2369
Mexico,Central America,Michoacán,Hidalgo,,2370
United States,Eastern US,Connecticut,Norwich,6360.0,2371
France,Western Europe,Ile-de-France,Choisy-le-Roi,,2372
India,Southern Asia,Rajasthan,Raipur,,2373
Netherlands,Western Europe,North Holland,Uithoorn,,2374
France,Western Europe,Ile-de-France,Eragny,,2375
Mexico,Central America,Baja California,Rosarito,,2376
India,Southern Asia,Chandigarh,Chandigarh,,2377
Japan,Eastern Asia,Kanagawa,Sagamihara,,2378
China,Eastern Asia,Sichuan,Xichang,,2379
France,Western Europe,Provence-Alpes-Côte d'Azur,Cagnes-sur-Mer,,2380
Poland,Eastern Europe,Silesia,Zabrze,,2381
Democratic Republic of the Congo,Central Africa,Bas-Congo,Matadi,,2382
Spain,Southern Europe,Murcia,Molina de Segura,,2383
China,Eastern Asia,Yunnan,Kaiyuan,,2384
United States,Western US,Colorado,Englewood,80112.0,2385
Argentina,South America,Corrientes,Esquina,,2386
Iran,Southern Asia,Markazi,Saveh,,2387
Turkey,Western Asia,Ankara,Cankaya,,2388
Brazil,South America,Rio Grande do Sul,Uruguaiana,,2389
France,Western Europe,Auvergne-Rhône-Alpes,Valence,,2390
Zimbabwe,Eastern Africa,Harare,Chitungwiza,,2391
South Africa,Southern Africa,Eastern Cape,East London,,2392
Nigeria,Western Africa,Borno,Maiduguri,,2393
France,Western Europe,Ile-de-France,Gonesse,,2394
Netherlands,Western Europe,South Holland,Schiedam,,2395
United States,Eastern US,Massachusetts,New Bedford,2740.0,2396
United States,Central US,Texas,Brownsville,78521.0,2397
United States,Southern US,Tennessee,Columbia,38401.0,2398
Germany,Western Europe,North Rhine-Westphalia,Wetter (Ruhr),,2399
Colombia,South America,Santander,Floridablanca,,2400
United States,Central US,Iowa,Iowa City,52240.0,2401
United Kingdom,Northern Europe,England,Halifax,,2402
United States,Southern US,Tennessee,Chattanooga,37421.0,2403
United Kingdom,Northern Europe,England,Bebington,,2404
United States,Eastern US,New York,Utica,13501.0,2405
France,Western Europe,Ile-de-France,Saint-Cloud,,2406
Brazil,South America,Mato Grosso,Pontes e Lacerda,,2407
United Kingdom,Northern Europe,England,Solihull,,2408
Turkey,Western Asia,Hatay,Iskenderun,,2409
Turkey,Western Asia,Canakkale,Canakkale,,2410
Turkey,Western Asia,Adana,Kozan,,2411
Laos,Southeastern Asia,Vientiane Prefecture,Vientiane,,2412
United States,Western US,Washington,Renton,98059.0,2413
United States,Southern US,Florida,Apopka,32712.0,2414
Albania,Southern Europe,Vlorë,Vlore,,2415
Italy,Southern Europe,Lombardy,Monza,,2416
United States,Central US,Texas,Mcallen,78501.0,2417
Brazil,South America,Rio de Janeiro,São Pedro da Aldeia,,2418
United States,Western US,Oregon,Hillsboro,97123.0,2419
Democratic Republic of the Congo,Central Africa,South Kivu,Uvira,,2420
United States,Western US,California,Santa Clara,95051.0,2421
Japan,Eastern Asia,Tokyo,Edogawa-ku,,2422
United States,Eastern US,New York,Hempstead,11550.0,2423
Indonesia,Southeastern Asia,Jawa Barat,Cirebon,,2424
Kazakhstan,Central Asia,Aqmola,Kokshetau,,2425
Belgium,Western Europe,Brussels,Brussels,,2426
China,Eastern Asia,Jiangsu,Yancheng,,2427
France,Western Europe,Ile-de-France,Neuilly-sur-Marne,,2428
Thailand,Southeastern Asia,Nakhon Ratchasima,Nakhon Ratchasima,,2429
United States,Central US,Indiana,La Porte,46350.0,2430
United States,Western US,California,Westminster,92683.0,2431
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Saint-Avold,,2432
Turkey,Western Asia,Izmir,Gaziemir,,2433
Netherlands,Western Europe,Overijssel,Hengelo,,2434
Indonesia,Southeastern Asia,Jawa Tengah,Pekalongan,,2435
United States,Southern US,Kentucky,Owensboro,42301.0,2436
Germany,Western Europe,Saxony-Anhalt,Naumburg,,2437
Italy,Southern Europe,Lazio,Civitavecchia,,2438
Canada,Canada,Quebec,Laval,,2439
Germany,Western Europe,North Rhine-Westphalia,Dinslaken,,2440
